Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Team
"Paediatric Clinic Research Unit Haematologyand BMT",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"roncarolo.mariagrazia@hsr.it",Work,"+39-02-264-343-87",Work Fax,"+39-02-264-347-60",Work,"Paediatric Clinic Research Unit Haematologyand BMT San Raffaele Scientific Institute Via Olgettina 60 20132 Milano","Paediatric Clinic Research Unit Haematologyand BMT",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=813&team=2",team,"Roncarolo, MariaGrazia-Aiuti, Alessandro-Cicalese, MariaPia-Soliman, Clara-Callegaro, Luciano"
"Donor Evaluation, Selection&amp; Management Haemat",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"coppola.milena@hsr.it",Work,"+39-02-264-323-49",Work Fax,"+39-02-264-321-94",Work,"Donor Evaluation, Selection&amp; Management Haematologyand BMT San Raffaele Scientific Institute Via Olgettina 60 20132 Milano","Donor Evaluation, Selection&amp; Management Haemat",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=813&team=3",team,"Coppola, Milena-Bellio, Laura"
"Uni. Modena, Policlinico Departmentof Oncologyand ",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"franco.narni@unimore.it",Work,"39-059-422-2427",Work Fax,"39-059-422-3257",Work,"Uni. Modena, Policlinico Departmentof Oncologyand Hematology Via del Pozzo 71 41124 Modena","Uni. Modena, Policlinico Departmentof Oncologyand ",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=543&team=1",team,"Narni, Franco-Bresciani, Paola-Mariano, Maria-Ceccherelli, Giovani-Luppi, Mario-Pierazzi, Cinzia-Cuoghi, Angela"
"Azienda Ospedaliera- Universitaria Scuola di Speci",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"paolucci.paolo@unimo.it",Work,"+390594222534",Work Fax,"+390594224583",Work,"Azienda Ospedaliera- Universitaria Scuola di Specializzazione in Pediatria U. O.di Ematologia, Oncologiae Trapianto Viadel Pozzo, 71 41100 Modena","Azienda Ospedaliera- Universitaria Scuola di Speci",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=543&team=2",team,"Paolucci, Paolo-Palazzi, Giovanni"
"Centro trapianti di Midollo Osseo Clinica Pediatri",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"a.rovelli@hsgerardo.org",Work,"39-039-233-2442/3523/3513",Work Fax,"39-039-233-3523",Work,"Centro trapianti di Midollo Osseo Clinica Pediatrica Universitàdi Milano Bicocca A. O. San Gerardo. Via Pergolesi 33 20900 Monza","Centro trapianti di Midollo Osseo Clinica Pediatri",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=279&team=1",team,"Rovelli, Attilio-Balduzzi, Adriana-Biagi, Ettore-Longoni, Daniela-Bonanomi, Sonia-Perseghin, Paolo-Marrocco, Emanuela-Mandelli, Nadia"
"Ospedale San Gerardo Clinica Ematologicadell Unive",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"p.pioltelli@hsgerardo.org",Work,"39-039-233-2392",Work Fax,"39-039-233-3440",Work,"Ospedale San Gerardo Clinica Ematologicadell Università Milano- Biocca Via Pergolese 33 20900 Monza","Ospedale San Gerardo Clinica Ematologicadell Unive",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=544&team=1",team,"Pogliani, EnricoMaria-Pioltelli, Pietro-Parma, Matteo-Terruzzi, Elisabetta-Pirola, Emanuele-Brambilla, Cecilia"
"Università di Napoli Federico II Medical School Di",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"gederosa@unina.it",Work,"39-081-746-2037",Work Fax,"39-081-746-2165",Work,"Università di Napoli Federico II Medical School Division of Hematology Via S Pansini 5 80131 Napoli","Università di Napoli Federico II Medical School Di",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=766&team=1",team,"deRosa, Gennaro-Risitano, Antonio-Pane, Fabrizio-Gargiulo, Gianpaolo"
"Ist Naz Tumori- Fondazione Sen G Pascale U.O.S.C E",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"apinto.int.napoli@tin.it",Work,"39-081-590-32-04/14/18/19",Work Fax,"39-081-590-38-19",Work,"Ist Naz Tumori- Fondazione Sen G Pascale U.O.S.C Ematologia Oncologia Via Mariano Semmola 80131 Napoli","Ist Naz Tumori- Fondazione Sen G Pascale U.O.S.C E",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=839&team=1",team,"Pinto, Antonio-Marcacci, Gianpaolo"
"Ospedale San Francesco Division of Hematology 0810",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"emanuor@tiscali.it",Work,"39-0784-240-206",Work Fax,"39-0784-240-463",Work,"Ospedale San Francesco Division of Hematology 08100 Nuoro","Ospedale San Francesco Division of Hematology 0810",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=793&team=1",team,"Gabbas, Attilio-Arru, Luigi-Latte, G.Carlo-Palmas, Angelo-Piras, Giovanna-Fais, AnnaMaria-Palmas, Angelo"
"Clinicadi Oncoematologia Pediatrica Dipartimentodi",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"chiara.messina@unipd.it",Work,"39-049-821-3579",Work Fax,"39-049-821-3510",Work,"Clinicadi Oncoematologia Pediatrica Dipartimentodi Pediatria Via Giustiniani 3 35128 Padova","Clinicadi Oncoematologia Pediatrica Dipartimentodi",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=285&team=1",team,"Messina, Chiara-Calore, Elisabetta-Varotto, Stefania-Bernardi, Matteo-Pillon, Marta"
"Padua University Hospital Departmentof Medicine- H",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"ematologiapadova.dimed@unipd.it",Work,"+390498212298",Work Fax,"+390498211970",Work,"Padua University Hospital Departmentof Medicine- Hematology Section Via Giustiniani 2 35128 Padova","Padua University Hospital Departmentof Medicine- H",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=853&team=1",team,"Semenzato, Gianpietro-Trentin, Livio-Zambello, Renato-Pavan, Laura-Colpo, Anna-Sabbion, Carlo-DeNadai, Alessandra"
"Ospedale dei Bambini Paediatric Haematology Oncolo",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"ottavioziino@yahoo.it",Work,"+39.916.666.131/036",Work Fax,"+39.916.666.001",Work,"Ospedale dei Bambini Paediatric Haematology Oncology Via Benedettini 1 90144 Palermo","Ospedale dei Bambini Paediatric Haematology Oncolo",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=109&team=1",team,"Ziino, Ottavio-Tropia, Serena-Cannella, Sonia-Riccardi, Mariastella-Grigoli, Antonella"
"A.R.N.A.S. Civico-Di Cristina U.O. EMATOLOGIA Piaz",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"gpagnucco@ospedalecivicopa.org",Work,"+390916664147",Work Fax,"+390916664222",Work,"A.R.N.A.S. Civico-Di Cristina U.O. EMATOLOGIA Piazza Leotta 6 90100 Palermo","A.R.N.A.S. Civico-Di Cristina U.O. EMATOLOGIA Piaz",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=157&team=1",team,"Pagnucco, Guido-Tomaselli, Carmen-Bondi, Francesca-Randazzo, Cristina-Anxur, Merenda"
"Ospedale V. Cervello Div.di Ematologiae Unità Trap",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"rscime@tiscali.it",Work,"00-39-091-6802641",Work Fax,"00-39-091-6884723",Work,"Ospedale V. Cervello Div.di Ematologiae Unità Trapian ti Via Trabucco 180 90146 Palermo","Ospedale V. Cervello Div.di Ematologiae Unità Trap",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=392&team=1",team,"Scimè, Rosanna-Cavallaro, AnnaMaria-Tringali, Stefania-Pitrone, Rosalba-Sbriglio, Lucia"
"Ospedale La Maddalena- Dpt. Oncologico Unità Opera",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"mamusso@libero.it",Work,"39-091-680-6523",Work Fax,"39-091-680-6906",Work,"Ospedale La Maddalena- Dpt. Oncologico Unità Operativa di Oncoematologia e Trapianto di Midollo Via S. Lorenzo Colli, 312 90146 Palermo","Ospedale La Maddalena- Dpt. Oncologico Unità Opera",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=692&team=1",team,"Musso, Maurizio-Porretto, Ferdinando-Crescimanno, Alessandra-Giambrone, Antonio"
"Univ.di Palermo Div.di Ematologia con Trapiantodi ",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"aidsabba@unipa.it",Work,"39-091-655-4401",Work Fax,"39-091-655-4402/4423",Work,"Univ.di Palermo Div.di Ematologia con Trapiantodi Midollo Via del Vespron 129 90127 Palermo","Univ.di Palermo Div.di Ematologia con Trapiantodi ",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=814&team=1",team,"Abbadessa, Vincenzo-Quintini, Gerlando-Chiaramonte, Rosalba-Minardi, Viviana"
"Università di Parma Cattedra di Ematologia Centro ",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"ematopr@unipr.it",Work,"39-05-21-033265",Work Fax,"39-05-21-033264",Work,"Università di Parma Cattedra di Ematologia Centro Trapianti Midollo Osseo Via Gramsci 14 43100 Parma","Università di Parma Cattedra di Ematologia Centro ",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=245&team=1",team,"Rizzoli, Vittorio-Giuliani, Nicola-Mangoni, Lina-Caramatti, Cecilia"
"BM Tunit Clinica Ematologica Fondazione IRCCS Poli",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"alessandrino@smatteo.pv.it",Work,"39-0382-503098",Work Fax,"39-0382-502250",Work,"BM Tunit Clinica Ematologica Fondazione IRCCS Policlinico San Matteo Viale Golgi N19, 27100 Pavia","BM Tunit Clinica Ematologica Fondazione IRCCS Poli",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=286&team=1",team,"Alessandrino, E.Paolo-Bernasconi, Paolo-Colombo, AnnaAmelia-Caldera, Daniela-Pascutto, Cristiana-Deiana, Cinzia-Ripamonti, Francesco"
"Fondazione IRCCS Policlinico San Matteo Pediatric ",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"m.zecca@smatteo.pv.it",Work,"390382502607",Work Fax,"390382501251",Work,"Fondazione IRCCS Policlinico San Matteo Pediatric Hematology- Oncology Viale Golgi 19 27100 Pavia","Fondazione IRCCS Policlinico San Matteo Pediatric ",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=557&team=1",team,"Zecca, Marco-Decembrino, Nini-Maccario, Rita-Giorgiani, Giovanna-Comoli, Patrizia-Moretta, Antonia-Montagna, Daniela-DeCecco, Valentina"
"Fondazione S. Maugeri Div. Oncologia Medicavia Fer",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"azambelli@fsm.it",Work,"39-0382-592-657",Work Fax,"39-0382-592-088",Work,"Fondazione S. Maugeri Div. Oncologia Medicavia Ferrata 8 27100 Pavia","Fondazione S. Maugeri Div. Oncologia Medicavia Fer",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=771&team=1",team,"Zambelli, Alberto-DaPrada, G.A.-Lanza, Annalisa-Fregoni, Vittorio-Piccinini, Claudia"
"University of Perugia Sez. Medicina Internae Scien",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"marinal@unipg.it",Work,"39-075-578-3436",Work Fax,"39-075-578-3444",Work,"University of Perugia Sez. Medicina Internae Scienze Oncol. Policlinico Monteluce I 06122 Perugia","University of Perugia Sez. Medicina Internae Scien",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=573&team=1",team,"Liberati, Marina-Capparella, Vincenzo-Schippa, Monica-Ferrara, Pasqualinda"
"Sezione di Ematologia Dipartimento di Medicina Cli",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"velardi@unipg.it",Work,"39-075-578-4124",Work Fax,"39-075-578-4170",Work,"Sezione di Ematologia Dipartimento di Medicina Clinicae Sperimentale Università di Perugia Ospedale Santa Maria della Misericordia 06132 Perugia","Sezione di Ematologia Dipartimento di Medicina Cli",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=794&team=1",team,"Velardi, Andrea-Carotti, Alessandra-Caniglia, Maurizio-Falzetti, Franca-Monaldi, Antonella-Santucci, Antonella"
"Dipartimentodi Medicina Clinica e Sperimentale Uni",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"velardi@unipg.it",Work,"+39.075.578.4124",Work Fax,"+39.075.578.4170",Work,"Dipartimentodi Medicina Clinica e Sperimentale Università di Perugia Ospedale Santa Mariadella Misericordia 06132 Perugia","Dipartimentodi Medicina Clinica e Sperimentale Uni",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=8420&team=1",team,"Velardi, Andrea-Toubert, Antoine"
"Pesaro Hospital Hematology Transplant Centre Murag",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"g.visani@ospedalesansalvatore.it",Work,"39-(0)7-21-364-039",Work Fax,"39-(0)7-21-364-036",Work,"Pesaro Hospital Hematology Transplant Centre Muraglia-via Lombroso 61100 Pesaro","Pesaro Hospital Hematology Transplant Centre Murag",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=529&team=1",team,"Visani, Guiseppe-Barulli, Sara-Guiducci, Barbara-Giardini, Claudio-Lucesole, Moira-Malerba, Lara-Leopardi, Giuliana-Bonopera, Aldina"
"Ospedale Civile Department of Hematology Fonte Rom",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"pescaratmo@virgilio.it",Work,"39-085-425-2581",Work Fax,"39-085-425-2583",Work,"Ospedale Civile Department of Hematology Fonte Romana 8 65125 Pescara","Ospedale Civile Department of Hematology Fonte Rom",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=248&team=1",team,"DiBartolomeo, Paolo-Bavaro, Pasqua-Olioso, Paola-DiCarlo, Paolo-Papalinetti, Gabriele-Santarone, Stella-DiNicola, Daniela-Pennese, Elsa"
"Hospital Guglielmo da Saliceto Oncology and Hemato",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"l.cavanna@ausl.pc.it",Work,"+390523302697",Work Fax,"+390523302141",Work,"Hospital Guglielmo da Saliceto Oncology and Hematology Department Via Taverna 49 29100 Piacenza","Hospital Guglielmo da Saliceto Oncology and Hemato",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=163&team=1",team,"Cavanna, Luigi-Vallisa, Daniele-Lazzaro, Antonio-Muroni, Monica-Pagani, Raffaella"
"Unità Operativa Oncoematologia Pediatrica Azienda ",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"c.favre@med.unipi.it",Work,"39-050-992-840",Work Fax,"39-050-993-426",Work,"Unità Operativa Oncoematologia Pediatrica Azienda Ospedaliera Universitaria Pisa via Rome, 67 56100 Pisa","Unità Operativa Oncoematologia Pediatrica Azienda ",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=795&team=1",team,"Favre, Claudio-Casazza, Gabriella-Menconi, Mariacristina-DelCarlo, Tiziana-Bernasconi, Sayla"
"Unità Operativa Ematologia Azienda Ospedaliero Uni",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"mario.petrini@med.unipi.it",Work,"",Work Fax,"undefined",Work,"Unità Operativa Ematologia Azienda Ospedaliero Universitaria Pisana Via Roma 67 56126 Pisa","Unità Operativa Ematologia Azienda Ospedaliero Uni",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=795&team=2",team,"Petrini, Mario-Benedetti, Edoardo-Caracciolo, Francesco-Orciuolo, Enrico-Albiani, Anna-Martinelli, Leo-Buda, Gabriele"
"Ospedale San Carlo Dip. Ematologia via Potito Petr",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"ematologia.trapianto@ospedalesancarlo.it",Work,"+390971613660",Work Fax,"+390971613258",Work,"Ospedale San Carlo Dip. Ematologia via Potito Petrone 85100 Potenza","Ospedale San Carlo Dip. Ematologia via Potito Petr",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=861&team=1",team,"Pizzuti, Michele-Santagostino, Alberto-Cimminiello, Michele-Amendola, Angela-Lucia, Carmela-Attolico, Imma"
"Ospedale Civile Oncology- Hematology Department Vi",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"e.zuffa@ausl.ra.it",Work,"+390544286213",Work Fax,"+390544285827",Work,"Ospedale Civile Oncology- Hematology Department Viale Randi 5 48100 Ravenna","Ospedale Civile Oncology- Hematology Department Vi",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=306&team=1",team,"Zuffa, Eliana-Zaccaria, Alfonso-Chirico, Gianluca-Zumaglini, Federica"
"Azienda Ospedaliera Centro Unico Regionale Trapian",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"irrera1959@libero.it",Work,"39-09-65-39-76-80",Work Fax,"39-09-65-250-82",Work,"Azienda Ospedaliera Centro Unico Regionale Trapianti Alberto Neri Bianchi- Melacrino- Morelli 89100 Reggio Calabria","Azienda Ospedaliera Centro Unico Regionale Trapian",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=587&team=1",team,"Irrera, Giuseppe-Massara, Elisabetta-Martino, Massimo-Messina, Giuseppe-Pucci, Giulia-Console, Giuseppe-Russo, Letteria-Gallo, Giuseppe-Cusumano, Giusy-Fedele, Roberta-Monteleone, Renza-Moscato, Tiziana"
"Arcispedale S. Maria Nuova Unita Operativa Ematolo",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"merli.francesco@asmn.re.it)",Work,"39-0522-296618",Work Fax,"39-0522-296694",Work,"Arcispedale S. Maria Nuova Unita Operativa Ematologia Viale Risorgimento Reggio Emilia","Arcispedale S. Maria Nuova Unita Operativa Ematolo",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=660&team=1",team,"Merli, Francesco-Facchini, Luca-Imovilli, Annalisa-Botti, Stefano"
"Hematology&amp; SCT Unit Instituto Ricoveroe Curaa",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"p.musto@crob.it",Work,"+390972726729",Work Fax,"39-0972-726217",Work,"Hematology&amp; SCT Unit Instituto Ricoveroe Curaa Carattere Scientifico Centro Riferimento Oncologicodella Basilicata Via Padre Pio, 1 PZ-85028 Rionero In Vulture","Hematology&amp; SCT Unit Instituto Ricoveroe Curaa",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=185&team=1",team,"Musto, Pellegrino-Guariglia, Roberto-Pietrantuono, Giuseppe-Zonno, Antonia-DAuria, Fiorella-Traficante, Anna"
"Univ. La Sapienza Dip. Biotecnologie Cellulari ed ",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"232@bce.uniroma1.it",Work,"39-06-85-7951",Work Fax,"39-06-44-24-1984",Work,"Univ. La Sapienza Dip. Biotecnologie Cellulari ed Ematologia via Benevento 600161 Rome","Univ. La Sapienza Dip. Biotecnologie Cellulari ed ",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=232&team=1",team,"Foa, Roberto-Meloni, Giovanna-Vignetti, Marco-Iori, AnnaPaola-Ricci, Roberto-Iori, AnnaPaola-Meloni, Giovanna"
"Ospedale S. Camillo Haematology SCT Unit Padiglion",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"imajolino@scamilloforlanini.rm.it",Work,"39-06-5870-3495",Work Fax,"39-06-5870-4357",Work,"Ospedale S. Camillo Haematology SCT Unit Padiglione Cesalpino Circonvallazione Gianicolense 87 00152 Roma","Ospedale S. Camillo Haematology SCT Unit Padiglion",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=287&team=1",team,"Majolino, Ignazio-Locasciulli, Anna-Severino, Alessandro-Pinazzi, M.Beatrice-Proia, Anna-DelGiudice, Elisabetta-Natale, Novella-Spirito, Francesca"
"Università Cattolica S. Cuore Istitutodi Ematologi",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"emacat@rm.unicatt.it",Work,"39-063-550-3953",Work Fax,"39-063-017-319",Work,"Università Cattolica S. Cuore Istitutodi Ematologia Ematologia Largo Gemelli 8 00168 Roma","Università Cattolica S. Cuore Istitutodi Ematologi",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=307&team=1",team,"Leone, Giuseppe-Sica, Simona-Chiusolo, Patrizia-Cioce, Marco"
"International Center for Transplantationin Thalass",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"j.gaziev@fondazioneime.org",Work,"+390620661300",Work Fax,"+390620661302",Work,"International Center for Transplantationin Thalassemiaand Sickle Cell Anemia Fondazione IME- Policlinico Tor Vergata Viale Oxford, 81 00133 Roma","International Center for Transplantationin Thalass",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=383&team=1",team,"Lucarelli, Guido-Gaziev, Javid-Sodani, Pietro"
"Transplant Network ¨Tor Vergata¨ University of Rom",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"william.arcese@ptvonline.it",Work,"+39-06-2090-3227/3220/3213",Work Fax,"+39-06-20903221",Work,"Transplant Network ¨Tor Vergata¨ University of Rome Stem Cell Transplant Unit Policlinico Universitàrio Tor Vergata Viale Oxford 81 00133 Roma","Transplant Network ¨Tor Vergata¨ University of Rom",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=756&team=1",team,"Arcese,William-Cudillo, Laura-Cerretti, Raffaelle-Picardi, Alessandra-DeAngelis, Gottardo-Micciché, Silvia-Trenta, Francesco-Mauroni, MariaRita-DiPiazza, Fabio"
"Sant Eugenio Hospital Divisionof Hematology P.lede",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"paolo.de.fabritiis@uniroma2.it",Work,"+39-06-591-4745",Work Fax,": +39-06-591-5965",Work,"Sant Eugenio Hospital Divisionof Hematology P.ledell Umanesimo, 10 00144 Roma","Sant Eugenio Hospital Divisionof Hematology P.lede",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=756&team=2",team,"DeFabritiis, Paolo-Cupelli, Luca-Dentamaro, Teresa-Piccioni, Daniela-Tendas, Andrea"
"Rome Transplant Network Campus Biomedico Universit",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"g.avvisati@unicampus.it",Work,"+39-06-22541-1075",Work Fax,"+39-06-22541-1029",Work,"Rome Transplant Network Campus Biomedico University Division of Hematology Via Alvarodel Portillo, 200 Roma","Rome Transplant Network Campus Biomedico Universit",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=756&team=4",team,"Avvisati, Giuseppe-Annibali, Ombretta-Tirindelli, MariaCristina"
"Regina Elena Cancer Institute Hematology- Clinical",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"mcpetti@ifo.it",Work,"+390652665685",Work Fax,"+390652666949",Work,"Regina Elena Cancer Institute Hematology- Clinical Oncology Via Elio Chianesi, 53 00128 Roma","Regina Elena Cancer Institute Hematology- Clinical",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=756&team=5",team,"Petti, ConcettiMaria-Mengarelli, Andrea-Romano, Atelda"
"Università ¨La Sapienza¨ Il Facoltà di Medicina U.",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"enri954@libero.it",Work,"+390680345939",Work Fax,"+390680345608",Work,"Università ¨La Sapienza¨ Il Facoltà di Medicina U. O. C Ematologia A. O. S. Andrea Via di Grottarossa 1035 00185 Roma","Università ¨La Sapienza¨ Il Facoltà di Medicina U.",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=756&team=6",team,"Monarca, Bruno-Montefusco, Enrico-Ferrari, Antonella-Grigore, Doinita-Sollazzo, Fabio-Conte, Esmeralda-Bianchi, MariaPaola-Piedimonte, Monica"
"Haematology Unit San Giovanni- Addolorata Hospital",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"lannino@hsangiovanni.roma.it",Work,"+390677055482",Work Fax,"+390677055326",Work,"Haematology Unit San Giovanni- Addolorata Hospital Via Amba Aradam, 80 00184 Rome","Haematology Unit San Giovanni- Addolorata Hospital",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=756&team=7",team,"Annino, Luciana-Chierichini, Anna-AnticoliBorsa, Paola-Anaclerico, Barbara-Pilozzi, Vittoria-Magnetta, Lucio"
"IRRCS Ospedale Pediatrico Bambino Gesù Piazza S. O",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"franco.locatelli@opbg.net",Work,"+390668592129",Work Fax,"+390668592292",Work,"IRRCS Ospedale Pediatrico Bambino Gesù Piazza S. Onofrio, 4 00165 Rome","IRRCS Ospedale Pediatrico Bambino Gesù Piazza S. O",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=796&team=1",team,"Locatelli, Franco-Bertaina, Alice-Bernardo, MariaEster-Milano, Giuseppe-Rutella, Sergio-Ciscato, Carlo-Pinto, RitaMaria"
"Medical School University of Salerno AOU San Giova",,,,,,,,,,,,,,,,,,,,,,,,,,* My Contacts ::: Centri Italiani,* Work,"cselleri@unisa.it",Work,"+39089673150",Work Fax,"+39089673157",Work,"Medical School University of Salerno AOU San Giovannidi Dio e Ruggi D´ Aragona Hospital Hematologyand Hematopoietic SCT Center Largo Cittàd´ Ippocrate 84131 Salerno","Medical School University of Salerno AOU San Giova",,,,,,,Profile,"http://www2.clinicalresearch.nl/members/cic.asp?cic=928&team=1",team,"Selleri, Carmine-Serio, Bianca-Pezzullo, Luca-Cuffa, Bianca-Tortora, Luana"
